"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
19201,"36 HALLOCK ST","1900","126500",4,2,0
19202,"34 HALLOCK ST","1900","120400",4,2,0
19203,"32 HALLOCK ST","1900","126400",4,2,0
19204,"22 HALLOCK ST","1900","199500",9,4,0
19205,"14 HALLOCK ST","1900","112500",4,2,0
19206,NA,NA,NA,NA,NA,NA
19207,NA,NA,NA,NA,NA,NA
19208,NA,NA,NA,NA,NA,NA
19209,NA,NA,NA,NA,NA,NA
19210,NA,NA,NA,NA,NA,NA
19211,NA,NA,NA,NA,NA,NA
19212,NA,NA,NA,NA,NA,NA
19213,NA,NA,NA,NA,NA,NA
19214,NA,NA,NA,NA,NA,NA
19215,"10 HALLOCK ST","1987","131700",3,1,0
19216,"HALLOCK ST",NA,"2500",NA,NA,NA
19217,"3 ARCH ST","1973","589600",0,0,NA
19218,"5 ARCH ST","1900","167500",7,2,0
19219,"7 ARCH ST","1900","157800",8,3,0
19220,"11 ARCH ST","1900","139400",4,2,0
19221,"19 ARCH ST",NA,"2200",NA,NA,NA
19222,"19 ARCH ST","1986","127700",3,1,1
19223,"21 ARCH ST","1986","122200",3,1,1
19224,"23 ARCH ST","1986","122200",3,1,1
19225,"25 ARCH ST","1986","126700",3,1,1
19226,"ARCH ST",NA,"43900",NA,NA,NA
19227,"27 ARCH ST",NA,"1500",NA,NA,NA
19228,"33 ARCH ST","1914","155400",6,3,0
19229,"35 ARCH ST",NA,"44600",NA,NA,NA
19230,"39 ARCH ST","1910","129800",4,2,0
19231,"43 ARCH ST",NA,"44100",NA,NA,NA
19232,"45 ARCH ST",NA,"45100",NA,NA,NA
19233,"49 ARCH ST",NA,"44100",NA,NA,NA
19234,"61 ARCH ST","1900","82100",4,1,0
19235,"63 ARCH ST",NA,"2200",NA,NA,NA
19236,"63 ARCH ST","1986","129000",3,1,1
19237,"65 ARCH ST","1986","126200",3,1,1
19238,"67 ARCH ST","1986","127700",3,1,1
19239,"ARCH ST",NA,"1600",NA,NA,NA
19240,"69 ARCH ST",NA,"2800",NA,NA,NA
19241,"71 ARCH ST","1914","97100",3,1,0
19242,"71 ARCH ST",NA,"3900",NA,NA,NA
19243,"77 ARCH ST","1910","94000",2,2,0
19244,"79 ARCH ST","1900","125300",6,2,0
19245,"83 ARCH ST",NA,"39600",NA,NA,NA
19246,"85 ARCH ST",NA,"44100",NA,NA,NA
19247,"630 CONGRESS AV","1900","234400",0,0,NA
19248,"620 CONGRESS AV","1960","303200",0,0,NA
19249,"600 CONGRESS AV",NA,"20500",NA,NA,NA
19250,"546 CONGRESS AV","1900","343200",0,0,NA
19251,"88 DAGGETT ST","1900","146700",6,3,0
19252,"84 DAGGETT ST","1900","101600",3,1,0
19253,"80 DAGGETT ST",NA,"44100",NA,NA,NA
19254,"78 DAGGETT ST","1900","115700",4,2,0
19255,"74 DAGGETT ST","1920","135400",6,2,0
19256,"72 DAGGETT ST","1900","100600",1,2,0
19257,"68 DAGGETT ST","1900","121900",3,1,0
19258,"66 DAGGETT ST","1900","117800",4,2,0
19259,NA,NA,NA,NA,NA,NA
19260,"64 DAGGETT ST","1900","105000",3,2,0
19261,"58 DAGGETT ST","1900","145100",4,2,0
19262,NA,NA,NA,NA,NA,NA
19263,"52 DAGGETT ST","1900","114500",2,1,0
19264,"50 DAGGETT ST",NA,"43600",NA,NA,NA
19265,"48 DAGGETT ST","1900","113200",3,1,0
19266,"44 DAGGETT ST","1900","85000",2,1,0
19267,"42 DAGGETT ST","1900","124400",6,3,0
19268,"38 DAGGETT ST","1900","128100",5,3,0
19269,"34 DAGGETT ST","1900","119500",4,2,0
19270,"32 DAGGETT ST","1912","105600",6,2,0
19271,"28 DAGGETT ST","1900","111800",4,1,NA
19272,"26 DAGGETT ST","1910","126400",6,2,0
19273,"22 DAGGETT ST","1900","151800",7,3,0
19274,"20 DAGGETT ST","1910","163200",6,4,0
19275,"16 DAGGETT ST","1900","108900",4,2,0
19276,"12 DAGGETT ST","1900","134200",4,2,0
19277,"10 DAGGETT ST","1900","126000",6,2,0
19278,"DAGGETT ST",NA,"2900",NA,NA,NA
19279,"369 WASHINGTON AV","1982","356900",0,0,NA
19280,"13 HALLOCK ST","1900","166700",8,2,1
19281,"15 HALLOCK ST","1910","128700",6,2,0
19282,"21 HALLOCK ST","2004","144500",3,2,1
19283,"23 HALLOCK ST","1910","234800",9,6,0
19284,"25 HALLOCK ST","2005","179500",6,4,0
19285,"29 HALLOCK ST","1990","163000",6,2,0
19286,"33 HALLOCK ST","1910","162300",6,3,0
19287,"35 HALLOCK ST",NA,"52100",NA,NA,NA
19288,"37 HALLOCK ST",NA,"44100",NA,NA,NA
19289,"39 HALLOCK ST","1900","160700",8,3,0
19290,"43 HALLOCK ST","1990","160300",6,2,0
19291,"49 HALLOCK ST","1990","152100",6,2,0
19292,"55 HALLOCK ST","1910","139200",6,2,0
19293,"57 HALLOCK ST","1900","130800",3,2,0
19294,"61 HALLOCK ST","1910","141900",5,2,0
19295,"63 HALLOCK ST #A","1989","77900",3,1,1
19296,"63 HALLOCK ST #B","1989","77900",3,1,1
19297,"71 HALLOCK ST","2008","140700",3,1,1
19298,NA,NA,NA,NA,NA,NA
19299,"75 HALLOCK ST","2008","142100",3,1,1
19300,"79 HALLOCK ST","1900","154500",6,3,1
19301,"81 HALLOCK ST",NA,"44100",NA,NA,NA
19302,"83 HALLOCK ST","1910","433200",0,0,NA
19303,"584 CONGRESS AV","1970","218400",0,0,NA
19304,"592 CONGRESS AV","1920","155000",0,0,NA
19305,"574 CONGRESS AV","1900","120200",3,3,1
19306,"570 CONGRESS AV","1900","107400",4,2,0
19307,"560 CONGRESS AV","1900","274500",0,0,NA
19308,"554 CONGRESS AV","1900","191400",0,0,NA
19309,"20 KING PL","2008","205000",4,3,NA
19310,"16 KING PL","2009","171600",4,3,NA
19311,"12 KING PL","2010","187300",4,3,NA
19312,"633 WASHINGTON AV","1900","92700",4,2,0
19313,"637 WASHINGTON AV","1910","97800",6,2,0
19314,"639 WASHINGTON AV","1900","78200",4,1,1
19315,"643 WASHINGTON AV","1900","63200",2,1,0
19316,"645 WASHINGTON AV","1900","111900",4,2,0
19317,"649 WASHINGTON AV","1910","35000",4,2,0
19318,"653 WASHINGTON AV","1900","106200",4,2,0
19319,"655 WASHINGTON AV","1900","55400",2,1,0
19320,"659 WASHINGTON AV","1900","168500",0,0,NA
19321,"11 CLOVER PL","1990","131800",6,3,0
19322,"64 TRUMAN ST",NA,"29000",NA,NA,NA
19323,"60 TRUMAN ST",NA,"28700",NA,NA,NA
19324,"58 TRUMAN ST","1910","136500",5,3,0
19325,"52 TRUMAN ST","1900","153900",9,3,0
19326,"48 TRUMAN ST","1910","138300",6,3,0
19327,"606 WASHINGTON AV",NA,"29000",NA,NA,NA
19328,"114 HURLBURT ST","1900","167300",8,4,NA
19329,"110 HURLBURT ST",NA,"27700",NA,NA,NA
19330,"203 SPRING ST","1900","101800",4,2,0
19331,"205 SPRING ST","1900","155900",8,3,0
19332,"207 SPRING ST","1900","113000",4,2,0
19333,"209 SPRING ST","1900","165800",6,3,0
19334,"211 SPRING ST","1900","130900",6,2,0
19335,"215 SPRING ST","1900","143200",9,3,0
19336,"219 SPRING ST","1900","155000",6,2,0
19337,"225 SPRING ST","1900","348900",0,0,NA
19338,"656 WASHINGTON AV",NA,"31200",NA,NA,NA
19339,NA,NA,NA,NA,NA,NA
19340,"640 WASHINGTON AV","2005","138700",3,2,0
19341,"634 WASHINGTON AV",NA,"27800",NA,NA,NA
19342,"630 WASHINGTON AV",NA,"27800",NA,NA,NA
19343,"626 WASHINGTON AV","1900","128900",6,3,0
19344,"624 WASHINGTON AV",NA,"27800",NA,NA,NA
19345,"620 WASHINGTON AV","1900","121900",5,2,0
19346,"614 WASHINGTON AV","1900","133200",8,3,0
19347,"266 PUTNAM ST","1978","704500",0,0,NA
19348,"120 BUTTON ST",NA,"28100",NA,NA,NA
19349,"116 BUTTON ST","1900","146000",6,3,0
19350,"114 BUTTON ST",NA,"40700",NA,NA,NA
19351,"191 SPRING ST","1900","159000",6,3,0
19352,"193 SPRING ST","1910","116800",3,1,1
19353,"195 SPRING ST","1910","111800",3,1,0
19354,"197 SPRING ST","1910","163400",6,3,0
19355,"201 SPRING ST","1900","167600",9,4,0
19356,"109 HURLBURT ST","1900","132600",6,3,0
19357,"113 HURLBURT ST","1900","154400",6,3,0
19358,"119 HURLBURT ST",NA,"29800",NA,NA,NA
19359,"127 HURLBURT ST",NA,"11200",NA,NA,NA
19360,"284 PUTNAM ST","1900","383600",0,0,NA
19361,"520 WASHINGTON AV","1978","1039900",0,0,NA
19362,"139 BUTTON ST",NA,"34500",NA,NA,NA
19363,"24 WEST ST","1991","135800",6,3,0
19364,NA,NA,NA,NA,NA,NA
19365,"12 WEST ST","2010","442300",0,0,NA
19366,"10 WEST ST","1900","153000",6,4,0
19367,NA,NA,NA,NA,NA,NA
19368,"607 WASHINGTON AV","1900","294500",0,0,NA
19369,"613 WASHINGTON AV","1900","107200",4,2,0
19370,"615 WASHINGTON AV","1900","126300",8,2,2
19371,"623 WASHINGTON AV","1900","114000",4,2,0
19372,"627 WASHINGTON AV",NA,"28100",NA,NA,NA
19373,"3 KING PL","1900","110800",4,2,0
19374,"32 TRUMAN ST","1910","113200",6,3,0
19375,"28 TRUMAN ST","1900","139100",9,3,0
19376,"24 TRUMAN ST","1910","168200",8,4,0
19377,"18 TRUMAN ST","1900","129500",6,2,0
19378,"16 TRUMAN ST","1910","95900",4,2,0
19379,"1 FRANK ST","1982","115600",3,1,1
19380,"5 FRANK ST","1982","120100",3,1,1
19381,"9 FRANK ST","1982","124900",3,1,1
19382,"15 FRANK ST","1900","109400",4,2,1
19383,"FRANK ST",NA,"1300",NA,NA,NA
19384,"19 FRANK ST",NA,"2500",NA,NA,NA
19385,"FRANK ST",NA,"700",NA,NA,NA
19386,"25 FRANK ST","1900","85500",3,2,0
19387,"FRANK ST",NA,"800",NA,NA,NA
19388,"27 FRANK ST","1910","85800",2,1,1
19389,"FRANK ST",NA,"2800",NA,NA,NA
19390,"29 FRANK ST","1900","94000",2,1,0
19391,"31 FRANK ST","1910","80400",3,1,0
19392,"35 FRANK ST","1900","104100",4,3,0
19393,"39 FRANK ST","1900","145800",6,2,0
19394,"43 FRANK ST","1900","107900",4,2,0
19395,"45 FRANK ST","1910","115700",6,3,0
19396,"47 FRANK ST","1900","129300",4,2,0
19397,"49 FRANK ST","1910","141000",4,3,0
19398,"51 FRANK ST","1900","80600",4,2,1
19399,"53 FRANK ST","1910","129800",4,2,0
19400,"55 FRANK ST","1900","192700",0,0,NA
19401,"77 WEST ST","1988","129500",6,2,0
19402,"83 WEST ST","1988","128300",6,2,0
19403,"95 WEST ST",NA,"21600",NA,NA,NA
19404,"97 WEST ST",NA,"34500",NA,NA,NA
19405,"99 WEST ST",NA,"5200",NA,NA,NA
19406,"101 WEST ST",NA,"5200",NA,NA,NA
19407,"103 WEST ST",NA,"1800",NA,NA,NA
19408,"400 COLUMBUS AV","1960","4476300",0,0,NA
19409,"44 FRANK ST","1900","123300",6,2,1
19410,"36 LINES ST","1910","134100",6,3,0
19411,"34 LINES ST",NA,"28400",NA,NA,NA
19412,"32 LINES ST",NA,"28700",NA,NA,NA
19413,"30 LINES ST","1900","113400",5,3,0
19414,"22 LINES ST","1900","145400",8,3,0
19415,"20 LINES ST","1900","143000",7,3,0
19416,"18 LINES ST","1900","122700",5,3,0
19417,"12 LINES ST",NA,"28700",NA,NA,NA
19418,"8 LINES ST","1900","126600",8,3,0
19419,"6 LINES ST","1890","119800",6,3,0
19420,"569 WASHINGTON AV","1900","87500",4,2,0
19421,"589 WASHINGTON AV","1900","146400",6,3,0
19422,"599 WASHINGTON AV","1900","225000",0,0,NA
19423,"21 WEST ST","1900","138600",6,3,0
19424,"23 WEST ST",NA,"27800",NA,NA,NA
19425,"25 WEST ST","1900","143800",6,3,0
19426,"35 WEST ST","1900","99500",3,3,0
19427,"37 WEST ST","1900","71800",3,1,0
19428,"43 WEST ST","1910","137200",8,3,0
19429,"47 WEST ST","1900","116100",6,3,0
19430,"60 FRANK ST","1910","131700",6,3,0
19431,"56 FRANK ST","1910","156300",6,3,0
19432,"54 FRANK ST","1900","117800",4,2,0
19433,"52 FRANK ST",NA,"28400",NA,NA,NA
19434,"48 FRANK ST","1900","134100",4,3,0
19435,"46 FRANK ST","1900","160900",7,3,0
19436,"10 FRANK ST","1910","313700",9,6,0
19437,"441 WASHINGTON AV","1978","811000",0,0,NA
19438,"517 WASHINGTON AV",NA,"29500",NA,NA,NA
19439,"527 WASHINGTON AV",NA,"30500",NA,NA,NA
19440,"13 LINES ST","1910","187100",8,4,0
19441,"19 LINES ST","1910","114200",3,1,0
19442,"27 LINES ST","1910","164400",9,3,0
19443,"31 LINES ST","1910","146000",6,3,0
19444,"35 LINES ST","1910","141500",6,3,0
19445,"37 LINES ST","1900","163500",8,3,0
19446,"39 LINES ST",NA,"2500",NA,NA,NA
19447,"41 LINES ST",NA,"2500",NA,NA,NA
19448,"43 LINES ST","1900","97700",3,1,0
19449,"45 LINES ST","1900","127000",6,2,0
19450,"51 LINES ST","1900","95500",4,2,0
19451,"30 FRANK ST","1910","85100",4,2,0
19452,"28 FRANK ST","1900","103300",4,2,0
19453,"24 FRANK ST",NA,"28700",NA,NA,NA
19454,"22 FRANK ST","1900","137500",8,3,0
19455,"54 WEST ST","1900","53700",6,2,1
19456,"50 WEST ST","1900","58000",2,1,0
19457,"44 WEST ST","1900","93000",4,2,0
19458,"40 WEST ST","1900","103800",3,1,0
19459,"38 WEST ST",NA,"28100",NA,NA,NA
19460,"34 WEST ST","1900","58400",6,3,0
19461,"11 TRUMAN ST","1900","163500",9,3,0
19462,"15 TRUMAN ST","1900","166600",9,3,0
19463,"19 TRUMAN ST","1970","365900",8,3,NA
19464,"25 TRUMAN ST","1900","145800",6,3,0
19465,NA,NA,NA,NA,NA,NA
19466,"29 TRUMAN ST","1900","147400",8,3,0
19467,"33 TRUMAN ST","1900","166700",9,3,0
19468,"37 TRUMAN ST","1900","150100",6,3,0
19469,"41 TRUMAN ST","1900","130700",5,3,0
19470,"45 TRUMAN ST","1900","140600",5,3,0
19471,"47 TRUMAN ST","1900","170700",6,4,0
19472,NA,NA,NA,NA,NA,NA
19473,NA,NA,NA,NA,NA,NA
19474,"57 TRUMAN ST","1900","200500",9,3,1
19475,"61 TRUMAN ST","1900","148100",6,3,0
19476,"65 TRUMAN ST","1900","234400",13,5,0
19477,"138 FRANK ST","1920","69800",2,1,0
19478,"136 FRANK ST","1920","97300",3,1,1
19479,"130 FRANK ST","1900","110900",4,2,0
19480,"124 FRANK ST","1900","139600",9,3,0
19481,"122 FRANK ST","1900","96900",5,2,0
19482,"116 FRANK ST","1900","133700",6,3,0
19483,"112 FRANK ST","2012","454900",NA,3,NA
19484,"106 FRANK ST","1900","112200",6,2,0
19485,"FRANK ST",NA,"28100",NA,NA,NA
19486,"96 FRANK ST","1900","136700",4,3,0
19487,"94 FRANK ST","1900","111300",5,3,0
19488,"86 FRANK ST","1900","100200",4,1,0
19489,"84 FRANK ST","1900","140700",5,2,0
19490,"80 WEST ST","1990","155900",6,2,3
19491,NA,NA,NA,NA,NA,NA
19492,"70 WEST ST","1992","413600",0,0,NA
19493,"68 WEST ST",NA,"29300",NA,NA,NA
19494,"66 WEST ST","1941","60000",4,2,0
19495,"69 FRANK ST","1900","110700",6,3,0
19496,"73 FRANK ST","1900","114600",6,3,0
19497,"77 FRANK ST","1900","139200",4,2,1
19498,"79 FRANK ST","1900","92500",4,1,0
19499,"83 FRANK ST",NA,"27600",NA,NA,NA
19500,"85 FRANK ST","1900","104700",4,2,0
19501,"87 FRANK ST","1900","118800",5,2,0
19502,"89 FRANK ST","1900","118900",6,3,0
19503,"93 FRANK ST","1900","131400",6,3,0
19504,"95 FRANK ST","1900","121500",6,3,0
19505,"109 FRANK ST","1972","838700",0,0,NA
19506,"54 ADELINE ST",NA,"29000",NA,NA,NA
19507,"52 ADELINE ST","1900","147600",6,2,0
19508,"42 ADELINE ST","1900","91500",3,1,0
19509,"40 ADELINE ST","1900","82000",3,1,1
19510,"36 ADELINE ST","1900","92900",3,1,1
19511,"32 ADELINE ST","1900","159500",6,3,0
19512,"28 ADELINE ST",NA,"28400",NA,NA,NA
19513,"24 ADELINE ST",NA,"28400",NA,NA,NA
19514,"22 ADELINE ST","1900","81900",3,1,0
19515,"20 ADELINE ST","1900","79700",2,1,0
19516,"16 ADELINE ST","1900","85900",4,2,0
19517,"14 ADELINE ST","1900","76900",3,1,0
19518,"2 THORN ST","1900","727300",0,0,NA
19519,"86 WEST ST",NA,"28100",NA,NA,NA
19520,"9 ADELINE ST","1900","150100",5,3,0
19521,"17 ADELINE ST","1900","68600",2,2,0
19522,"19 ADELINE ST","1900","103400",3,1,0
19523,"27 ADELINE ST","1910","97700",2,2,0
19524,"31 ADELINE ST","1900","113800",3,1,0
19525,"33 ADELINE ST","1900","82900",2,1,0
19526,NA,NA,NA,NA,NA,NA
19527,"41 ADELINE ST","1900","53100",2,1,0
19528,"43 ADELINE ST","1900","60200",3,1,0
19529,"45 ADELINE ST","1900","90600",3,1,0
19530,"45 EDDY ST","1900","210400",0,0,NA
19531,"49 EDDY ST",NA,"29300",NA,NA,NA
19532,"EDDY ST",NA,"29000",NA,NA,NA
19533,"58 THORN ST","1900","106300",4,2,0
19534,"54 THORN ST","1900","85400",3,1,0
19535,"50 THORN ST","1900","66800",2,1,0
19536,"48 THORN ST","1900","60800",3,1,0
19537,"44 THORN ST","1910","75700",4,2,0
19538,"467 COLUMBUS AV","1900","199900",6,6,0
19539,"136 WEST ST",NA,"1300",NA,NA,NA
19540,"469 COLUMBUS AV","1900","97900",4,2,0
19541,NA,NA,NA,NA,NA,NA
19542,"473 COLUMBUS AV",NA,"26900",NA,NA,NA
19543,"475 COLUMBUS AV",NA,"36400",NA,NA,NA
19544,"53 THORN ST","1900","99000",3,2,0
19545,"55 THORN ST","1900","80400",3,1,0
19546,"57 THORN ST","1900","72000",2,1,0
19547,"59 THORN ST","1900","88800",3,1,0
19548,"476 COLUMBUS AV",NA,"72600",NA,NA,NA
19549,"31 THORN ST","1982","2036800",0,0,NA
19550,"744 CONGRESS AV","1900","444000",0,0,NA
19551,"64 REDFIELD ST",NA,"45100",NA,NA,NA
19552,"60 REDFIELD ST","1900","79800",2,1,1
19553,"56 REDFIELD ST","1910","139100",4,3,0
19554,"54 REDFIELD ST",NA,"4400",NA,NA,NA
19555,"48 REDFIELD ST","1990","147600",6,2,0
19556,"44 REDFIELD ST","1990","149800",6,2,0
19557,"40 REDFIELD ST","1990","148800",6,3,0
19558,"36 REDFIELD ST",NA,"45100",NA,NA,NA
19559,"28 REDFIELD ST",NA,"39600",NA,NA,NA
19560,"32 REDFIELD ST","1900","115600",4,2,0
19561,"24 REDFIELD ST","1900","142200",4,2,0
19562,"20 REDFIELD ST","1900","178800",5,2,0
19563,"16 REDFIELD ST",NA,"46100",NA,NA,NA
19564,"425 COLUMBUS AV","1988","149900",6,3,2
19565,"431 COLUMBUS AV","1988","139600",6,2,2
19566,"437 COLUMBUS AV","1940","177600",0,0,NA
19567,"449 COLUMBUS AV","1920","224100",0,0,NA
19568,"131 WEST ST","1900","118200",4,1,1
19569,NA,NA,NA,NA,NA,NA
19570,"137 WEST ST","1900","209500",6,3,0
19571,"143 WEST ST",NA,"45600",NA,NA,NA
19572,"145 WEST ST","1900","205400",6,3,0
19573,"149 WEST ST","1910","115300",4,2,0
19574,"151 WEST ST","1900","108900",4,2,0
19575,"155 WEST ST","1900","114700",4,2,0
19576,"157 WEST ST","1900","104600",3,1,0
19577,"159 WEST ST","1900","87700",3,1,0
19578,"163 WEST ST","1900","112800",4,2,1
19579,"167 WEST ST","1912","143000",6,3,0
19580,"169 WEST ST",NA,"47900",NA,NA,NA
19581,"790 CONGRESS AV","1900","292600",0,0,NA
19582,"784 CONGRESS AV",NA,"45600",NA,NA,NA
19583,"778 CONGRESS AV","1900","154900",4,2,0
19584,"766 CONGRESS AV","1900","152300",7,3,0
19585,"762 CONGRESS AV",NA,"44600",NA,NA,NA
19586,"756 CONGRESS AV",NA,"44600",NA,NA,NA
19587,"150 TRUMAN ST",NA,"12122900",NA,NA,NA
19588,"729 WASHINGTON AV",NA,"28100",NA,NA,NA
19589,"733 WASHINGTON AV",NA,"29000",NA,NA,NA
19590,"737 WASHINGTON AV",NA,"28700",NA,NA,NA
19591,"741 WASHINGTON AV",NA,"28100",NA,NA,NA
19592,"743 WASHINGTON AV",NA,"28100",NA,NA,NA
19593,"745 WASHINGTON AV",NA,"28400",NA,NA,NA
19594,"747 WASHINGTON AV",NA,"28400",NA,NA,NA
19595,"339 ELLA T GRASSO BLVD","1986","438700",0,0,NA
19596,"ELLA T GRASSO BLVD",NA,"2600",NA,NA,NA
19597,"114 TRUMAN ST","1911","20884800",0,0,NA
19598,"MORRIS ST",NA,"31700",NA,NA,NA
19599,"156 MORRIS ST",NA,"29000",NA,NA,NA
19600,"695 WASHINGTON AV",NA,"27800",NA,NA,NA
19601,"697 WASHINGTON AV",NA,"27800",NA,NA,NA
19602,"703 WASHINGTON AV",NA,"28400",NA,NA,NA
19603,"705 WASHINGTON AV",NA,"29000",NA,NA,NA
19604,"709 WASHINGTON AV",NA,"29200",NA,NA,NA
19605,"723 WASHINGTON AV",NA,"29200",NA,NA,NA
19606,"24 CLOVER PL","1990","130400",4,2,0
19607,"18 CLOVER PL","1900","110700",5,1,1
19608,"16 CLOVER PL",NA,"2100",NA,NA,NA
19609,"14 CLOVER PL","1944","105500",5,2,0
19610,"665 WASHINGTON AV",NA,"1800",NA,NA,NA
19611,"667 WASHINGTON AV","1900","90300",3,1,1
19612,"669 WASHINGTON AV","1900","124300",5,3,0
19613,"673 WASHINGTON AV","1900","89000",4,2,0
19614,"677 WASHINGTON AV","1900","166200",4,4,0
19615,"683 WASHINGTON AV","1900","93800",2,1,0
19616,"689 WASHINGTON AV","1900","112100",0,0,NA
19617,"157 MORRIS ST","1910","127300",3,1,0
19618,"163 MORRIS ST","1930","108800",2,1,0
19619,"92 TRUMAN ST","1900","127600",6,3,0
19620,"88 TRUMAN ST","1900","154600",6,3,0
19621,"86 TRUMAN ST","1900","142200",5,3,0
19622,"82 TRUMAN ST","1900","148600",5,3,0
19623,"78 TRUMAN ST","1900","157400",6,3,0
19624,"20 CLOVER PL","1990","130600",4,2,0
19625,"62 BARCLAY ST","1900","103600",4,2,0
19626,"66 BARCLAY ST",NA,"50900",NA,NA,NA
19627,"68 BARCLAY ST","1900","82200",2,2,0
19628,"439 ELLA T GRASSO BLVD","1972","462100",0,0,NA
19629,"155 TRUMAN ST","1900","509100",0,0,NA
19630,"240 FRANK ST",NA,"61900",NA,NA,NA
19631,"154 FRANK ST","1900","81300",3,1,0
19632,"71 TRUMAN ST","1900","115200",6,2,0
19633,"75 TRUMAN ST","1900","110700",4,2,0
19634,"77 TRUMAN ST","1900","149400",5,3,0
19635,"81 TRUMAN ST","1900","148700",6,3,0
19636,"85 TRUMAN ST","1900","108400",3,2,0
19637,"87 TRUMAN ST","1900","266400",0,0,NA
19638,"TRUMAN ST",NA,"28900",NA,NA,NA
19639,"95 TRUMAN ST","1920","118500",3,2,NA
19640,"99 TRUMAN ST","1911","104000",3,1,1
19641,"103 TRUMAN ST","1911","87800",2,1,0
19642,"109 TRUMAN ST","1911","104800",3,1,0
19643,"111 TRUMAN ST","1911","132500",3,2,1
19644,"113 TRUMAN ST","1911","107000",2,2,0
19645,"117 TRUMAN ST","1911","96000",2,1,0
19646,"121 TRUMAN ST","1911","91100",3,1,0
19647,"125 TRUMAN ST","1911","96600",3,1,0
19648,"129 TRUMAN ST","1911","98600",3,1,1
19649,"198 FRANK ST","1900","110600",4,2,0
19650,"196 FRANK ST","1900","95000",3,1,0
19651,"194 FRANK ST","1900","105600",4,2,0
19652,"192 FRANK ST","1900","105000",4,2,0
19653,"188 FRANK ST","1900","82700",2,1,0
19654,"184 FRANK ST","1900","65300",3,1,0
19655,"176 FRANK ST","1950","454100",0,0,NA
19656,"174 FRANK ST",NA,"25200",NA,NA,NA
19657,"170 FRANK ST","1900","163200",6,3,0
19658,"168 FRANK ST",NA,"28100",NA,NA,NA
19659,"164 FRANK ST","1900","51400",5,2,0
19660,"162 FRANK ST","1900","105500",3,2,0
19661,"160 FRANK ST","1910","91300",3,1,0
19662,"158 FRANK ST","1900","76600",2,1,0
19663,"156 FRANK ST","1900","123100",2,1,1
19664,"88 BARCLAY ST",NA,"32700",NA,NA,NA
19665,"84 BARCLAY ST","1950","78800",0,0,NA
19666,"80 BARCLAY ST #REAR",NA,"21000",NA,NA,NA
19667,"80 BARCLAY ST","1900","96800",6,2,0
19668,"465 ELLA T GRASSO BLVD","1900","305000",0,0,NA
19669,"475 ELLA T GRASSO BLVD","1964","159200",0,0,NA
19670,"150 ADELINE ST","1900","114200",0,0,NA
19671,"60 ADELINE ST","1900","77500",1,1,1
19672,"117 FRANK ST","1900","133900",2,2,0
19673,"123 FRANK ST","1900","152500",4,3,0
19674,"131 FRANK ST",NA,"29200",NA,NA,NA
19675,"137 FRANK ST",NA,"28700",NA,NA,NA
19676,"139 FRANK ST",NA,"28100",NA,NA,NA
19677,"141 FRANK ST","1900","149100",6,4,0
19678,"143 FRANK ST","1900","130700",4,2,0
19679,"147 FRANK ST","1900","101700",5,2,0
19680,"159 FRANK ST","1900","197200",7,3,0
19681,"165 FRANK ST","1888","118300",4,2,0
19682,"169 FRANK ST","1900","120600",4,2,0
19683,"171 FRANK ST","1900","94500",5,3,0
19684,"173 FRANK ST","1900","91400",6,2,0
19685,"175 FRANK ST","1900","135400",4,2,0
19686,"181 FRANK ST","1868","63800",1,1,0
19687,"183 FRANK ST","1900","95100",4,1,1
19688,"187 FRANK ST","1900","82500",3,1,1
19689,"191 FRANK ST","1900","94500",4,2,0
19690,"193 FRANK ST","1900","71100",2,1,0
19691,"69 BARCLAY ST","1988","165300",6,2,0
19692,"77 BARCLAY ST","1900","80800",3,1,0
19693,"81 BARCLAY ST","1900","129400",6,2,0
19694,NA,NA,NA,NA,NA,NA
19695,"134 ADELINE ST","1900","104700",5,2,0
19696,NA,NA,NA,NA,NA,NA
19697,NA,NA,NA,NA,NA,NA
19698,"130 ADELINE ST",NA,"28600",NA,NA,NA
19699,NA,NA,NA,NA,NA,NA
19700,"124 ADELINE ST","1900","125000",4,2,0
19701,"120 ADELINE ST","1900","88700",3,2,0
19702,"118 ADELINE ST","1900","97200",3,1,0
19703,"114 ADELINE ST","1900","83000",2,1,1
19704,"112 ADELINE ST","1900","85600",3,1,0
19705,"108 ADELINE ST","1900","114400",3,1,0
19706,"102 ADELINE ST","1900","104000",5,2,0
19707,"98 ADELINE ST","1900","102500",3,2,0
19708,"96 ADELINE ST","1900","101600",3,1,1
19709,"90 ADELINE ST","1900","53400",2,1,0
19710,"86 ADELINE ST","1900","100900",6,3,0
19711,"80 ADELINE ST","1900","159500",5,3,0
19712,"78 ADELINE ST","1900","71400",3,2,0
19713,"74 ADELINE ST","1900","127300",4,2,0
19714,"72 ADELINE ST","1900","59100",3,1,0
19715,"70 ADELINE ST","1900","96300",4,2,0
19716,"66 ADELINE ST","1900","84200",3,1,0
19717,"62 ADELINE ST",NA,"28100",NA,NA,NA
19718,"50 EDDY ST","1900","777800",0,0,NA
19719,"61 ADELINE ST","1900","71400",0,0,NA
19720,"67 ADELINE ST","1900","121800",4,2,0
19721,"77 ADELINE ST",NA,"28100",NA,NA,NA
19722,"81 ADELINE ST","1900","99000",4,2,0
19723,"85 ADELINE ST","1900","101300",3,1,1
